# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Mar  2 07:51:45 2025
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1
# CONSTRAINT:  and sy_pnum > 2)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
Kepler-411 b,Kepler-411,1,2,4,Transit,2013,Kepler,Published Confirmed,0,<a refstr=SUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A..15S/abstract target=ref>Sun et al. 2019</a>,3.00515600,0.00000200,-0.00000200,0,0.037500,0.000800,-0.000800,0,2.401,0.053,-0.053,0,0.214,0.005,-0.005,0,25.60000,2.60000,-2.60000,0,0.08055,0.00818,-0.00818,0,Mass,0.146000,0.005000,-0.004000,0,,,,,1138,17,-17,0,1,<a refstr=SUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A..15S/abstract target=ref>Sun et al. 2019</a>,K2 V,,,,,0.82,0.02,-0.02,0,0.87,0.04,-0.04,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h10m25.37s,287.6057027,+49d31m24.22s,49.5233937,153.6760000,0.4550000,-0.4530000,12.4480000,0.0690000,-0.0690000,10.0620000,0.0230000,-0.0230000,12.2327000,0.0005620,-0.0005620,2019-07-03,2019-04,2019-07-11
Kepler-411 c,Kepler-411,1,2,4,Transit,2016,Kepler,Published Confirmed,0,<a refstr=SUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A..15S/abstract target=ref>Sun et al. 2019</a>,7.83443500,0.00000200,-0.00000200,0,0.073900,0.001000,-0.001000,0,4.421,0.062,-0.062,0,0.394,0.006,-0.006,0,26.40000,5.90000,-5.90000,0,0.08306,0.01856,-0.01856,0,Mass,0.108000,0.003000,-0.004000,0,,,,,838,10,-10,0,1,<a refstr=SUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A..15S/abstract target=ref>Sun et al. 2019</a>,K2 V,,,,,0.82,0.02,-0.02,0,0.87,0.04,-0.04,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h10m25.37s,287.6057027,+49d31m24.22s,49.5233937,153.6760000,0.4550000,-0.4530000,12.4480000,0.0690000,-0.0690000,10.0620000,0.0230000,-0.0230000,12.2327000,0.0005620,-0.0005620,2019-07-19,2019-04,2019-07-25
Kepler-411 d,Kepler-411,1,2,4,Transit,2018,Kepler,Published Confirmed,0,<a refstr=SUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A..15S/abstract target=ref>Sun et al. 2019</a>,58.02035000,0.00056000,-0.00056000,0,0.279000,0.004000,-0.004000,0,3.319,0.104,-0.104,0,0.296,0.009,-0.009,0,15.20000,5.10000,-5.10000,0,0.04782,0.01605,-0.01605,0,Mass,0.128000,0.003000,-0.003000,0,,,,,410,10,-10,0,1,<a refstr=SUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A..15S/abstract target=ref>Sun et al. 2019</a>,K2 V,,,,,0.82,0.02,-0.02,0,0.87,0.04,-0.04,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h10m25.37s,287.6057027,+49d31m24.22s,49.5233937,153.6760000,0.4550000,-0.4530000,12.4480000,0.0690000,-0.0690000,10.0620000,0.0230000,-0.0230000,12.2327000,0.0005620,-0.0005620,2019-07-19,2019-04,2019-07-25
Kepler-411 e,Kepler-411,1,2,4,Transit Timing Variations,2018,Kepler,Published Confirmed,0,<a refstr=SUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A..15S/abstract target=ref>Sun et al. 2019</a>,31.50972800,0.00008500,-0.00008500,0,0.186000,0.003000,-0.003000,0,,,,,,,,,10.80000,1.10000,-1.10000,0,0.03398,0.00346,-0.00346,0,Mass,0.016000,0.002000,-0.001000,0,,,,,503,9,-9,0,0,<a refstr=SUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A..15S/abstract target=ref>Sun et al. 2019</a>,K2 V,,,,,0.82,0.02,-0.02,0,0.87,0.04,-0.04,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h10m25.37s,287.6057027,+49d31m24.22s,49.5233937,153.6760000,0.4550000,-0.4530000,12.4480000,0.0690000,-0.0690000,10.0620000,0.0230000,-0.0230000,12.2327000,0.0005620,-0.0005620,2019-07-03,2019-04,2019-07-11
Kepler-416 b,Kepler-416,1,1,3,Transit Timing Variations,2014,Kepler,Published Confirmed,0,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,6.31900000,,,0,,,,,2.480,0.990,-0.330,0,0.221,0.088,-0.029,0,58.20000,53.40000,-39.50000,0,0.18300,0.16800,-0.12400,0,Mass,,,,,,,,,,,,,1,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,,,,,,1.07,,,0,1.00,,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h26m13.67s,291.5569554,+39d13m38.25s,39.2272923,690.8190000,9.0135000,-9.0135000,14.1660000,0.0920000,-0.0920000,12.5100000,0.0270000,-0.0270000,14.0197000,0.0002260,-0.0002260,2014-05-28,2014-05,2014-05-28
Kepler-416 c,Kepler-416,1,1,3,Transit Timing Variations,2014,Kepler,Published Confirmed,0,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,12.20900000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,,,,,,1.07,,,0,1.00,,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h26m13.67s,291.5569554,+39d13m38.25s,39.2272923,690.8190000,9.0135000,-9.0135000,14.1660000,0.0920000,-0.0920000,12.5100000,0.0270000,-0.0270000,14.0197000,0.0002260,-0.0002260,2014-05-28,2014-05,2014-05-28
Kepler-416 d,Kepler-416,1,1,3,Transit,2023,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,3.07644709,0.00001038,-0.00001038,0,0.040700,,,0,1.610,0.230,-0.170,0,0.144,0.021,-0.015,0,,,,,,,,,,0.000000,,,0,583.25,244.51,-153.16,0,1253,,,0,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5670.00,114.00,-114.00,0,1.02,0.15,-0.11,0,0.95,0.07,-0.06,0,0.060,0.150,-0.150,0,[Fe/H],4.40,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h26m13.67s,291.5569554,+39d13m38.25s,39.2272923,690.8190000,9.0135000,-9.0135000,14.1660000,0.0920000,-0.0920000,12.5100000,0.0270000,-0.0270000,14.0197000,0.0002260,-0.0002260,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-42 b,Kepler-42,1,1,3,Transit,2011,Kepler,Published Confirmed,0,<a refstr=MUIRHEAD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012arXiv1201.2189M/abstract target=ref> Muirhead et al. 2012 </a>,1.21376720,0.00000460,-0.00000460,0,0.011600,,,0,0.780,0.220,-0.220,0,0.070,0.020,-0.020,0,,,,,,,,,,,,,,,,,,519,52,-52,0,0,<a refstr=MUIRHEAD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012arXiv1201.2189M/abstract target=ref> Muirhead et al. 2012 </a>,M,3068.00,174.00,-174.00,0,0.17,0.04,-0.04,0,0.13,0.05,-0.05,0,-0.330,0.120,-0.120,0,[M/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h28m52.70s,292.2196000,+44d37m02.52s,44.6173667,40.0595000,0.0650000,-0.0647000,16.7000000,0.2000000,-0.2000000,11.4650000,0.0180000,-0.0180000,14.9931000,0.0005060,-0.0005060,2014-05-14,2012-03,2014-05-14
Kepler-42 c,Kepler-42,1,1,3,Transit,2011,Kepler,Published Confirmed,0,<a refstr=MUIRHEAD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012arXiv1201.2189M/abstract target=ref> Muirhead et al. 2012 </a>,0.45328509,0.00000097,-0.00000097,0,0.006000,,,0,0.730,0.200,-0.200,0,0.065,0.018,-0.018,0,,,,,,,,,,,,,,,,,,720,73,-73,0,0,<a refstr=MUIRHEAD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012arXiv1201.2189M/abstract target=ref> Muirhead et al. 2012 </a>,M,3068.00,174.00,-174.00,0,0.17,0.04,-0.04,0,0.13,0.05,-0.05,0,-0.330,0.120,-0.120,0,[M/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h28m52.70s,292.2196000,+44d37m02.52s,44.6173667,40.0595000,0.0650000,-0.0647000,16.7000000,0.2000000,-0.2000000,11.4650000,0.0180000,-0.0180000,14.9931000,0.0005060,-0.0005060,2014-05-14,2012-03,2014-05-14
Kepler-42 d,Kepler-42,1,1,3,Transit,2011,Kepler,Published Confirmed,0,<a refstr=MUIRHEAD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012arXiv1201.2189M/abstract target=ref> Muirhead et al. 2012 </a>,1.86516900,0.00001400,-0.00001400,0,0.015400,,,0,0.570,0.180,-0.180,0,0.051,0.016,-0.016,0,,,,,,,,,,,,,,,,,,450,45,-45,0,0,<a refstr=MUIRHEAD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012arXiv1201.2189M/abstract target=ref> Muirhead et al. 2012 </a>,M,3068.00,174.00,-174.00,0,0.17,0.04,-0.04,0,0.13,0.05,-0.05,0,-0.330,0.120,-0.120,0,[M/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h28m52.70s,292.2196000,+44d37m02.52s,44.6173667,40.0595000,0.0650000,-0.0647000,16.7000000,0.2000000,-0.2000000,11.4650000,0.0180000,-0.0180000,14.9931000,0.0005060,-0.0005060,2014-05-14,2012-03,2014-05-14
Kepler-431 b,Kepler-431,1,1,3,Transit,2015,Kepler,Published Confirmed,0,<a refstr=EVERETT_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....149...55E/abstract target=ref>Everett et al. 2015</a>,6.80300000,,,0,0.071900,,,0,0.764,,,0,0.068,,,0,,,,,,,,,,,,,,,,,,1032,,,0,0,<a refstr=EVERETT_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....149...55E/abstract target=ref>Everett et al. 2015</a>,,6004.00,75.00,-75.00,0,1.09,0.19,-0.11,0,1.07,0.06,-0.04,0,0.070,0.100,-0.100,0,[Fe/H],4.40,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h44m26.95s,281.1123072,+43d13m39.96s,43.2277663,486.5460000,4.7660000,-4.6770000,12.1390000,0.0280000,-0.0280000,10.6490000,0.0110000,-0.0110000,11.9291000,0.0001660,-0.0001660,2014-11-19,2015-02,2014-11-19
Kepler-431 c,Kepler-431,1,1,3,Transit,2015,Kepler,Published Confirmed,0,<a refstr=EVERETT_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....149...55E/abstract target=ref>Everett et al. 2015</a>,8.70300000,,,0,0.084700,,,0,0.668,,,0,0.060,,,0,,,,,,,,,,,,,,,,,,951,,,0,0,<a refstr=EVERETT_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....149...55E/abstract target=ref>Everett et al. 2015</a>,,6004.00,75.00,-75.00,0,1.09,0.19,-0.11,0,1.07,0.06,-0.04,0,0.070,0.100,-0.100,0,[Fe/H],4.40,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h44m26.95s,281.1123072,+43d13m39.96s,43.2277663,486.5460000,4.7660000,-4.6770000,12.1390000,0.0280000,-0.0280000,10.6490000,0.0110000,-0.0110000,11.9291000,0.0001660,-0.0001660,2014-11-19,2015-02,2014-11-19
Kepler-431 d,Kepler-431,1,1,3,Transit,2015,Kepler,Published Confirmed,0,<a refstr=EVERETT_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....149...55E/abstract target=ref>Everett et al. 2015</a>,11.92200000,,,0,0.104500,,,0,1.110,,,0,0.100,,,0,,,,,,,,,,,,,,,,,,856,,,0,0,<a refstr=EVERETT_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....149...55E/abstract target=ref>Everett et al. 2015</a>,,6004.00,75.00,-75.00,0,1.09,0.19,-0.11,0,1.07,0.06,-0.04,0,0.070,0.100,-0.100,0,[Fe/H],4.40,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h44m26.95s,281.1123072,+43d13m39.96s,43.2277663,486.5460000,4.7660000,-4.6770000,12.1390000,0.0280000,-0.0280000,10.6490000,0.0110000,-0.0110000,11.9291000,0.0001660,-0.0001660,2014-11-19,2015-02,2014-11-19
Kepler-444 b,Kepler-444,1,3,5,Transit,2015,Kepler,Published Confirmed,0,<a refstr=CAMPANTE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...799..170C/abstract target=ref>Campante et al. 2015</a>,3.60010530,0.00000830,-0.00000800,0,0.041780,0.000790,-0.000790,0,0.403,0.016,-0.014,0,0.036,0.001,-0.001,0,,,,,,,,,,0.160000,0.210000,-0.100000,0,,,,,,,,,0,<a refstr=CAMPANTE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...799..170C/abstract target=ref>Campante et al. 2015</a>,K,5046.00,74.00,-74.00,0,0.75,0.01,-0.01,0,0.76,0.04,-0.04,0,-0.550,0.070,-0.070,0,[Fe/H],4.56,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m00.68s,289.7528323,+41d37m54.78s,41.6318840,36.4396000,0.0395000,-0.0394000,8.8700000,0.0300000,-0.0300000,6.7030000,0.0200000,-0.0200000,8.6432510,0.0003360,-0.0003360,2015-01-29,2015-02,2015-01-29
Kepler-444 c,Kepler-444,1,3,5,Transit,2015,Kepler,Published Confirmed,0,<a refstr=CAMPANTE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...799..170C/abstract target=ref>Campante et al. 2015</a>,4.54588410,0.00000700,-0.00000710,0,0.048810,0.000930,-0.000930,0,0.497,0.021,-0.017,0,0.044,0.002,-0.002,0,,,,,,,,,,0.310000,0.120000,-0.150000,0,,,,,,,,,0,<a refstr=CAMPANTE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...799..170C/abstract target=ref>Campante et al. 2015</a>,K,5046.00,74.00,-74.00,0,0.75,0.01,-0.01,0,0.76,0.04,-0.04,0,-0.550,0.070,-0.070,0,[Fe/H],4.56,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m00.68s,289.7528323,+41d37m54.78s,41.6318840,36.4396000,0.0395000,-0.0394000,8.8700000,0.0300000,-0.0300000,6.7030000,0.0200000,-0.0200000,8.6432510,0.0003360,-0.0003360,2015-01-29,2015-02,2015-01-29
Kepler-444 d,Kepler-444,1,3,5,Transit,2015,Kepler,Published Confirmed,0,<a refstr=CAMPANTE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...799..170C/abstract target=ref>Campante et al. 2015</a>,6.18939200,0.00001200,-0.00001200,0,0.060000,0.001100,-0.001100,0,0.530,0.022,-0.019,0,0.047,0.002,-0.002,0,,,,,,,,,,0.180000,0.160000,-0.120000,0,,,,,,,,,0,<a refstr=CAMPANTE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...799..170C/abstract target=ref>Campante et al. 2015</a>,K,5046.00,74.00,-74.00,0,0.75,0.01,-0.01,0,0.76,0.04,-0.04,0,-0.550,0.070,-0.070,0,[Fe/H],4.56,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m00.68s,289.7528323,+41d37m54.78s,41.6318840,36.4396000,0.0395000,-0.0394000,8.8700000,0.0300000,-0.0300000,6.7030000,0.0200000,-0.0200000,8.6432510,0.0003360,-0.0003360,2015-01-29,2015-02,2015-01-29
Kepler-444 e,Kepler-444,1,3,5,Transit,2015,Kepler,Published Confirmed,0,<a refstr=CAMPANTE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...799..170C/abstract target=ref>Campante et al. 2015</a>,7.74349300,0.00001700,-0.00001600,0,0.069600,0.001300,-0.001300,0,0.546,0.017,-0.015,0,0.049,0.002,-0.001,0,,,,,,,,,,0.100000,0.200000,-0.070000,0,,,,,,,,,0,<a refstr=CAMPANTE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...799..170C/abstract target=ref>Campante et al. 2015</a>,K,5046.00,74.00,-74.00,0,0.75,0.01,-0.01,0,0.76,0.04,-0.04,0,-0.550,0.070,-0.070,0,[Fe/H],4.56,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m00.68s,289.7528323,+41d37m54.78s,41.6318840,36.4396000,0.0395000,-0.0394000,8.8700000,0.0300000,-0.0300000,6.7030000,0.0200000,-0.0200000,8.6432510,0.0003360,-0.0003360,2015-01-29,2015-02,2015-01-29
Kepler-444 f,Kepler-444,1,3,5,Transit,2015,Kepler,Published Confirmed,0,<a refstr=CAMPANTE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...799..170C/abstract target=ref>Campante et al. 2015</a>,9.74048600,0.00001300,-0.00001300,0,0.081100,0.001500,-0.001500,0,0.741,0.041,-0.040,0,0.066,0.004,-0.004,0,,,,,,,,,,0.290000,0.200000,-0.190000,0,,,,,,,,,0,<a refstr=CAMPANTE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...799..170C/abstract target=ref>Campante et al. 2015</a>,K,5046.00,74.00,-74.00,0,0.75,0.01,-0.01,0,0.76,0.04,-0.04,0,-0.550,0.070,-0.070,0,[Fe/H],4.56,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m00.68s,289.7528323,+41d37m54.78s,41.6318840,36.4396000,0.0395000,-0.0394000,8.8700000,0.0300000,-0.0300000,6.7030000,0.0200000,-0.0200000,8.6432510,0.0003360,-0.0003360,2015-01-29,2015-02,2015-01-29
